Facility ID,Facility Name,Address,City,State,ZIP Code,County Name,Phone Number,Measure ID,Measure Name,Score,Footnote,Start Date,End Date,Location
170104,ADVENTHEALTH SHAWNEE MISSION,9100 W 74TH STREET,SHAWNEE MISSION,KS,66204,JOHNSON,(913) 676-2152,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),1,,1/1/2018,12/31/2018,POINT (-94.69204000000002 38.995137)
170122,VIA CHRISTI HOSPITAL-WICHITA,929 NORTH ST FRANCIS STREET,WICHITA,KS,67214,SEDGWICK,(316) 268-5000,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),1.01,,1/1/2018,12/31/2018,POINT (-97.331694 37.700627)
170142,MERCY REGIONAL HEALTH CENTER,1823 COLLEGE AVE,MANHATTAN,KS,66502,RILEY,(785) 776-2831,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.96,,1/1/2018,12/31/2018,POINT (-96.598186 39.203114)
170176,OVERLAND PARK REG MED CTR,10500 QUIVIRA ROAD,OVERLAND PARK,KS,66215,JOHNSON,(913) 541-5000,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),1.01,,1/1/2018,12/31/2018,POINT (-94.723726 38.937613)
170186,KANSAS HEART HOSPITAL,3601 NORTH WEBB ROAD,WICHITA,KS,67226,SEDGWICK,(316) 630-5000,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.96,,1/1/2018,12/31/2018,POINT (-97.226366 37.749305)
170187,SALINA SURGICAL HOSPITAL,401 SOUTH SANTA FE AVENUE,SALINA,KS,67401,SALINE,(785) 827-0610,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),1,,1/1/2018,12/31/2018,POINT (-97.609162 38.834346)
170197,KANSAS MEDICAL CENTER LLC,1124 WEST 21ST STREET,ANDOVER,KS,67002,BUTLER,(316) 300-4000,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),1,,1/1/2018,12/31/2018,POINT (-97.14648 37.723240000000004)
171300,GRISELL MEMORIAL HOSPITAL,210 SOUTH VERMONT AVENUE,RANSOM,KS,67572,NESS,(785) 731-2231,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),Not Available,5,1/1/2018,12/31/2018,POINT (-99.931546 38.63671)
171306,WICHITA COUNTY HEALTH CENTER,211 E EARL STREET,LEOTI,KS,67861,WICHITA,(620) 375-2233,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),Not Available,5,1/1/2018,12/31/2018,POINT (-101.35561 38.476196)
171310,CHEYENNE COUNTY HOSPITAL,210 WEST 1ST STREET,ST FRANCIS,KS,67756,CHEYENNE,(785) 332-2104,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),Not Available,5,1/1/2018,12/31/2018,POINT (-101.803259 39.771069)
171316,ANDERSON COUNTY HOSPITAL,421 S MAPLE,GARNETT,KS,66032,ANDERSON,(785) 204-4000,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),Not Available,5,1/1/2018,12/31/2018,POINT (-95.2493 38.28012)
171321,MEADE DISTRICT HOSPITAL,510 EAST CARTHAGE,MEADE,KS,67864,MEADE,(620) 873-2141,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),Not Available,5,1/1/2018,12/31/2018,POINT (-100.334267 37.28549)
171322,HAMILTON COUNTY HOSPITAL,700 NORTH HUSER,SYRACUSE,KS,67878,HAMILTON,(620) 384-7461,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),Not Available,5,1/1/2018,12/31/2018,
171325,GRAHAM COUNTY HOSPITAL,304 WEST PROUT STREET,HILL CITY,KS,67642,GRAHAM,(785) 421-2121,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),Not Available,5,1/1/2018,12/31/2018,POINT (-99.84507500000001 39.371776)
171329,SUMNER COUNTY HOSPITAL DISTRICT NO 1,601 SOUTH OSAGE STREET,CALDWELL,KS,67022,SUMNER,(620) 845-6492,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),Not Available,5,1/1/2018,12/31/2018,POINT (-97.609616 37.02628)
171332,KIOWA COUNTY MEMORIAL HOSPITAL,721 WEST KANSAS,GREENSBURG,KS,67054,KIOWA,(620) 723-3341,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),Not Available,5,1/1/2018,12/31/2018,POINT (-99.301774 37.606167)
171337,WAMEGO HEALTH CENTER,711 GENN DRIVE,WAMEGO,KS,66547,POTTAWATOMIE,(785) 456-2295,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),Not Available,5,1/1/2018,12/31/2018,POINT (-96.318193 39.205511)
171340,HERINGTON MUNICIPAL HOSPITAL,100 E HELEN STREET,HERINGTON,KS,67449,DICKINSON,(785) 258-2207,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),Not Available,5,1/1/2018,12/31/2018,POINT (-96.942274 38.679561)
171344,WILSON MEDICAL CENTER,REECE CAMPUS 2600 OTTAWA ROAD,NEODESHA,KS,66757,WILSON,(620) 325-2611,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),Not Available,5,1/1/2018,12/31/2018,
171347,SHERIDAN COUNTY HOSPITAL,826  18TH STREET,HOXIE,KS,67740,SHERIDAN,(785) 675-3281,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),Not Available,5,1/1/2018,12/31/2018,POINT (-100.432735 39.354188)
171352,DECATUR COUNTY HOSPITAL,810 W  COLUMBIA STREET,OBERLIN,KS,67749,DECATUR,(785) 475-2208,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),Not Available,5,1/1/2018,12/31/2018,POINT (-100.53925 39.816212)
171355,TREGO COUNTY LEMKE MEMORIAL HOSPITAL,320 THIRTEENTH ST,WA KEENEY,KS,67672,TREGO,(785) 743-2182,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),Not Available,5,1/1/2018,12/31/2018,POINT (-99.87162 39.027219)
171357,HILLSBORO COMMUNITY HOSPITAL,101 INDUSTRIAL ROAD,HILLSBORO,KS,67063,MARION,(620) 947-3114,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),Not Available,5,1/1/2018,12/31/2018,POINT (-97.187589 38.361495)
171361,REPUBLIC COUNTY HOSPITAL,2420 G STREET,BELLEVILLE,KS,66935,REPUBLIC,(785) 527-2254,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),Not Available,5,1/1/2018,12/31/2018,POINT (-97.636926 39.818087)
171364,OSBORNE COUNTY MEMORIAL HOSPITAL,424 W NEW HAMPSHIRE STREET,OSBORNE,KS,67473,OSBORNE,(785) 346-2121,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),Not Available,5,1/1/2018,12/31/2018,POINT (-98.701159 39.436682)
171370,GOODLAND REGIONAL MEDICAL CENTER,220 WEST SECOND STREET,GOODLAND,KS,67735,SHERMAN,(785) 890-3625,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),Not Available,5,1/1/2018,12/31/2018,POINT (-101.71325600000002 39.35759)
171373,ALLEN COUNTY REGIONAL HOSPITAL,3066 NORTH KENTUCKY STREET,IOLA,KS,66749,ALLEN,(620) 365-1021,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),Not Available,5,1/1/2018,12/31/2018,POINT (-95.390674 37.950342)
171377,SMITH COUNTY MEMORIAL HOSPITAL,921 E. HIGHWAY 36,SMITH CENTER,KS,66967,SMITH,(785) 282-6845,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),Not Available,5,1/1/2018,12/31/2018,POINT (-98.772768 39.785249)
171380,NEOSHO MEMORIAL REGIONAL MEDICAL CENTER,629 SOUTH PLUMMER,CHANUTE,KS,66720,NEOSHO,(620) 431-4000,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),Not Available,5,1/1/2018,12/31/2018,POINT (-95.470896 37.67518)
173300,CHILDREN'S MERCY SOUTH,5808 W 110TH STREET,OVERLAND PARK,KS,66211,JOHNSON,(913) 234-3000,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),Not Available,5,1/1/2018,12/31/2018,POINT (-94.65354 38.929326)
180004,OWENSBORO HEALTH MUHLENBERG COMMUNITY HOSPITAL,440 HOPKINSVILLE STREET,GREENVILLE,KY,42345,MUHLENBERG,(270) 338-8000,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.93,,1/1/2018,12/31/2018,POINT (-87.189639 37.196925)
180005,HIGHLANDS ARH REGIONAL MEDICAL CENTER,5000 KENTUCKY ROUTE 321,PRESTONSBURG,KY,41653,FLOYD,(606) 886-8511,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),1,,1/1/2018,12/31/2018,POINT (-82.77025 37.71054)
180011,SAINT JOSEPH LONDON,1001 SAINT JOSEPH LANE,LONDON,KY,40741,LAUREL,(606) 330-6000,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.94,,1/1/2018,12/31/2018,POINT (-84.106349 37.118553)
180017,T J SAMSON COMMUNITY HOSPITAL,1301 NORTH RACE STREET,GLASGOW,KY,42141,BARREN,(270) 651-4159,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.97,,1/1/2018,12/31/2018,POINT (-85.903862 37.011566)
180018,ST CLAIRE REGIONAL MEDICAL CENTER,222 MEDICAL CIRCLE,MOREHEAD,KY,40351,ROWAN,(606) 783-6502,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.91,,1/1/2018,12/31/2018,POINT (-83.442454 38.180016)
180029,HAZARD ARH REGIONAL MEDICAL CENTER,100 MEDICAL CENTER DRIVE,HAZARD,KY,41701,PERRY,(606) 439-6600,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.97,,1/1/2018,12/31/2018,POINT (-83.227413 37.279027)
180038,OWENSBORO HEALTH REGIONAL HOSPITAL,1201 PLEASANT VALLEY ROAD,OWENSBORO,KY,42303,DAVIESS,(270) 417-2000,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),1,,1/1/2018,12/31/2018,POINT (-87.069958 37.777296)
180044,PIKEVILLE MEDICAL CENTER,911 BYPASS ROAD,PIKEVILLE,KY,41501,PIKE,(606) 218-3500,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.98,,1/1/2018,12/31/2018,POINT (-82.52395 37.47251)
180045,ST ELIZABETH FLORENCE,4900 HOUSTON ROAD,FLORENCE,KY,41042,BOONE,(859) 212-5220,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),1.06,,1/1/2018,12/31/2018,POINT (-84.63279 39.017615)
180049,BAPTIST HEALTH RICHMOND,801 EASTERN BYPASS,RICHMOND,KY,40475,MADISON,(859) 625-3114,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.98,,1/1/2018,12/31/2018,POINT (-84.293078 37.73176)
180051,JENNIE STUART MEDICAL CENTER,320 WEST 18TH STREET,HOPKINSVILLE,KY,42240,CHRISTIAN,(270) 887-0100,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),1.05,,1/1/2018,12/31/2018,POINT (-87.495668 36.860443)
180066,LOGAN MEMORIAL HOSPITAL,1625 NASHVILLE STREET,RUSSELLVILLE,KY,42276,LOGAN,(270) 726-4011,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.93,,1/1/2018,12/31/2018,POINT (-86.882593 36.815437)
180070,TWIN LAKES REGIONAL MEDICAL CENTER,910 WALLACE AVENUE,LEITCHFIELD,KY,42754,GRAYSON,(270) 259-9400,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.96,,1/1/2018,12/31/2018,POINT (-86.287038 37.471947)
180088,"NORTON HOSPITALS, INC",200 EAST CHESTNUT STREET,LOUISVILLE,KY,40202,JEFFERSON,(502) 629-8000,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),1.01,,1/1/2018,12/31/2018,POINT (-85.751133 38.248213)
180095,CRITTENDEN COMMUNITY HOSPITAL,520 WEST GUM STREET,MARION,KY,42064,CRITTENDEN,(270) 965-1001,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.97,,1/1/2018,12/31/2018,POINT (-88.091945 37.329616)
180104,BAPTIST HEALTH PADUCAH,2501 KENTUCKY AVENUE,PADUCAH,KY,42003,MC CRACKEN,(270) 575-2100,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),1.02,,1/1/2018,12/31/2018,POINT (-88.628215 37.073255)
180115,"ROCKCASTLE COUNTY HOSPITAL, INC.",145 NEWCOMB AVENUE,MOUNT VERNON,KY,40456,ROCKCASTLE,(606) 256-2195,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),1.03,,1/1/2018,12/31/2018,POINT (-84.337001 37.358006)
180130,BAPTIST HEALTH LOUISVILLE,4000 KRESGE WAY,LOUISVILLE,KY,40207,JEFFERSON,(502) 897-8100,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.98,,1/1/2018,12/31/2018,POINT (-85.639048 38.239235)
180138,BAPTIST HEALTH LAGRANGE,1025 NEW MOODY LANE,LA GRANGE,KY,40031,OLDHAM,(502) 222-5388,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.93,,1/1/2018,12/31/2018,POINT (-85.375927 38.396238000000004)
180139,KENTUCKY RIVER MEDICAL CENTER,540 JETT DRIVE,JACKSON,KY,41339,BREATHITT,(606) 666-6000,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.84,,1/1/2018,12/31/2018,POINT (-83.370111 37.565434)
180143,SAINT JOSEPH EAST,150 NORTH EAGLE CREEK DRIVE,LEXINGTON,KY,40509,FAYETTE,(859) 967-5000,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.96,,1/1/2018,12/31/2018,POINT (-84.440371 38.000199)
181304,TRIGG COUNTY HOSPITAL,254 MAIN STREET,CADIZ,KY,42211,TRIGG,(270) 522-3215,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),Not Available,5,1/1/2018,12/31/2018,POINT (-87.821288 36.867247)
181307,MORGAN COUNTY ARH HOSPITAL,476 LIBERTY ROAD,WEST LIBERTY,KY,41472,MORGAN,(606) 743-3186,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),Not Available,5,1/1/2018,12/31/2018,POINT (-83.266276 37.920137)
181311,ST ELIZABETH GRANT,238 BARNES ROAD,WILLIAMSTOWN,KY,41097,GRANT,(859) 824-8105,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),Not Available,5,1/1/2018,12/31/2018,POINT (-84.57826400000002 38.647862)
181317,CUMBERLAND COUNTY HOSPITAL,299 GLASGOW ROAD,BURKESVILLE,KY,42717,CUMBERLAND,(270) 864-2511,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),Not Available,5,1/1/2018,12/31/2018,POINT (-85.37244 36.796868)
181321,WAYNE COUNTY HOSPITAL,166 HOSPITAL STREET,MONTICELLO,KY,42633,WAYNE,(606) 348-9343,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),Not Available,5,1/1/2018,12/31/2018,POINT (-84.866821 36.820046)
181324,THE MEDICAL CENTER AT SCOTTSVILLE,456 BURNLEY ROAD,SCOTTSVILLE,KY,42164,ALLEN,(270) 622-2800,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),Not Available,5,1/1/2018,12/31/2018,POINT (-86.216212 36.759765)
181329,SAINT JOSEPH BEREA,305 ESTILL STREET,BEREA,KY,40403,MADISON,(859) 986-6500,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),Not Available,5,1/1/2018,12/31/2018,POINT (-84.286044 37.574789)
190002,LAFAYETTE GENERAL MEDICAL CENTER,1214 COOLIDGE AVENUE,LAFAYETTE,LA,70503,LAFAYETTE,(337) 289-7991,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),1.05,,1/1/2018,12/31/2018,POINT (-92.018705 30.202319)
190007,NATCHITOCHES REGIONAL MEDICAL CENTER,501 KEYSER AVE,NATCHITOCHES,LA,71457,NATCHITOCHES,(318) 471-2628,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),1.17,,1/1/2018,12/31/2018,POINT (-93.079253 31.753563000000003)
190014,OCHSNER ST MARY,1125 MARGUERITE STREET,MORGAN CITY,LA,70380,ST. MARY,(985) 384-2200,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),1.1,,1/1/2018,12/31/2018,POINT (-91.200157 29.708471)
190020,LANE REGIONAL MEDICAL CENTER,6300 MAIN STREET,ZACHARY,LA,70791,E. BATON ROUGE,(225) 658-4000,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),1.11,,1/1/2018,12/31/2018,POINT (-91.136747 30.649957000000004)
190027,CHRISTUS OCHSNER ST PATRICK HOSPITAL,524 DR MICHAEL DEBAKEY STREET,LAKE CHARLES,LA,70601,CALCASIEU,(337) 436-2511,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),1,,1/1/2018,12/31/2018,POINT (-93.22767 30.215437)
190040,SLIDELL MEMORIAL HOSPITAL,1001 GAUSE BLVD,SLIDELL,LA,70458,ST. TAMMANY,(985) 643-2200,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.94,,1/1/2018,12/31/2018,POINT (-89.770421 30.284651)
190045,ST TAMMANY PARISH HOSPITAL,1202 S TYLER STREET,COVINGTON,LA,70433,ST. TAMMANY,(985) 898-4000,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),1.01,,1/1/2018,12/31/2018,POINT (-90.11393500000001 30.468955000000005)
190053,JENNINGS AMERICAN LEGION HOSPITAL,1634 ELTON ROAD,JENNINGS,LA,70546,JEFFRSON DAVIS,(337) 616-7000,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),1.08,,1/1/2018,12/31/2018,POINT (-92.663445 30.239215)
190065,BATON ROUGE GENERAL MEDICAL CENTER,3600 FLORIDA BLVD,BATON ROUGE,LA,70806,E. BATON ROUGE,(225) 387-7767,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.99,,1/1/2018,12/31/2018,POINT (-91.154638 30.450336)
190086,NORTHERN LOUISIANA MEDICAL CENTER,401 EAST VAUGHN AVENUE,RUSTON,LA,71270,LINCOLN,(318) 254-2100,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),1.13,,1/1/2018,12/31/2018,POINT (-92.633902 32.515281)
190099,AVOYELLES HOSPITAL,4231 HIGHWAY 1192,MARKSVILLE,LA,71351,AVOYELLES,(318) 253-8611,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),1.11,,1/1/2018,12/31/2018,POINT (-92.064433 31.143127)
190111,"WILLIS KNIGHTON MEDICAL CENTER, INC",2600 GREENWOOD ROAD,SHREVEPORT,LA,71103,CADDO,(318) 212-4000,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),1.09,,1/1/2018,12/31/2018,POINT (-93.778748 32.483923)
190128,WOMANS HOSPITAL,100 WOMAN'S WAY,BATON ROUGE,LA,70817,E. BATON ROUGE,(225) 927-1300,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.99,,1/1/2018,12/31/2018,POINT (-91.03102 30.40886)
190144,MINDEN MEDICAL CENTER,NO 1 MEDICAL PLAZA,MINDEN,LA,71055,WEBSTER,(318) 377-2321,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),1.04,,1/1/2018,12/31/2018,
190160,GLENWOOD REGIONAL MEDICAL CENTER,503 MCMILLAN ROAD,WEST MONROE,LA,71291,OUACHITA,(318) 329-4600,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),1.07,,1/1/2018,12/31/2018,POINT (-92.156761 32.513462)
190176,TULANE MEDICAL CENTER,1415 TULANE AVE,NEW ORLEANS,LA,70112,ORLEANS,(504) 988-5263,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),1.02,,1/1/2018,12/31/2018,POINT (-90.076121 29.955263)
190190,"CALDWELL MEMORIAL HOSPITAL, INC",411 MAIN STREET,COLUMBIA,LA,71418,CALDWELL,(318) 649-6111,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.94,,1/1/2018,12/31/2018,POINT (-92.076155 32.104142)
190208,EAST CARROLL PARISH HOSPITAL,336 NORTH HOOD STREET,LAKE PROVIDENCE,LA,71254,EAST CARROLL,(318) 559-4023,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.86,,1/1/2018,12/31/2018,POINT (-91.171656 32.811076)
190245,MONROE SURGICAL HOSPITAL,2408 BROADMOOR BLVD,MONROE,LA,71201,OUACHITA,(318) 410-0002,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.77,,1/1/2018,12/31/2018,POINT (-92.102204 32.536771)
190259,LAFAYETTE SURGICAL SPECIALTY HOSPITAL,1101 KALISTE SALOOM RD,LAFAYETTE,LA,70508,LAFAYETTE,(337) 769-4100,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),1.02,,1/1/2018,12/31/2018,POINT (-92.02802 30.175866000000003)
190267,AVALA,67252 INDUSTRY LANE,COVINGTON,LA,70433,ST. TAMMANY,(985) 801-3010,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),1.23,,1/1/2018,12/31/2018,POINT (-90.082943 30.408713)
190298,CENTRAL LOUISIANA SURGICAL HOSPITAL,651 NORTH BOLTON AVE,ALEXANDRIA,LA,71301,RAPIDES,(318) 449-6400,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),1.02,,1/1/2018,12/31/2018,POINT (-92.467478 31.315235999999995)
190303,CYPRESS POINTE SURGICAL HOSPITAL,42570 SOUTH AIRPORT RD,HAMMOND,LA,70403,TANGIPAHOA,(985) 510-6200,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),1.17,,1/1/2018,12/31/2018,POINT (-90.414264 30.477042)
190313,NEW ORLEANS EAST HOSPITAL,5620 READ BLVD,NEW ORLEANS,LA,70127,ORLEANS,(504) 592-6600,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.98,,1/1/2018,12/31/2018,POINT (-89.971583 30.030738)
191301,UNION GENERAL HOSPITAL,901 JAMES AVE,FARMERVILLE,LA,71241,UNION,(318) 368-9751,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),Not Available,5,1/1/2018,12/31/2018,POINT (-92.39309200000001 32.786422)
191310,FRANKLIN FOUNDATION HOSPITAL,1097 NORTHWEST BLVD,FRANKLIN,LA,70538,ST. MARY,(337) 828-0760,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),Not Available,5,1/1/2018,12/31/2018,POINT (-91.525272 29.80187)
191314,MADISON PARISH HOSPITAL,900 JOHNSON STREET,TALLULAH,LA,71282,MADISON,(318) 574-2374,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),Not Available,19,1/1/2018,12/31/2018,POINT (-91.185503 32.403734)
191319,ACADIA ST LANDRY,810 SOUTH BROADWAY STREET,CHURCH POINT,LA,70525,ACADIA,(337) 684-5435,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),Not Available,5,1/1/2018,12/31/2018,POINT (-92.211833 30.395017000000003)
191324,OCHSNER ST ANNE GENERAL HOSPITAL,4608 HIGHWAY 1,RACELAND,LA,70394,LAFOURCHE,(985) 537-8377,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),Not Available,5,1/1/2018,12/31/2018,POINT (-90.564133 29.703447)
191325,LADY OF THE SEA GENERAL HOSPITAL,200 WEST 134TH PLACE,CUT OFF,LA,70345,LAFOURCHE,(985) 632-6401,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),Not Available,5,1/1/2018,12/31/2018,POINT (-90.31043 29.456719000000003)
200009,MAINE MEDICAL CENTER,22 BRAMHALL ST,PORTLAND,ME,4102,CUMBERLAND,(207) 662-0111,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),1.02,,1/1/2018,12/31/2018,POINT (-70.275104 43.652193)
200024,CENTRAL MAINE MEDICAL CENTER,300 MAIN STREET,LEWISTON,ME,4240,ANDROSCOGGIN,(207) 795-0111,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),1.01,,1/1/2018,12/31/2018,POINT (-70.214557 44.100976)
200037,FRANKLIN MEMORIAL HOSPITAL,111 FRANKLIN HEALTH COMMONS,FARMINGTON,ME,4938,FRANKLIN,(207) 778-6031,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.94,,1/1/2018,12/31/2018,POINT (-70.161244 44.625115)
200063,PENOBSCOT BAY MEDICAL CENTER,6 GLEN COVE DRIVE,ROCKPORT,ME,4856,KNOX,(207) 921-8000,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),0.91,,1/1/2018,12/31/2018,POINT (-69.086537 44.144434)
201304,MOUNT DESERT ISLAND HOSPITAL,"10 WAYMAN LANE, PO BOX 8",BAR HARBOR,ME,4609,HANCOCK,(207) 288-5081,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),Not Available,5,1/1/2018,12/31/2018,POINT (-68.202331 44.384369)
201305,CALAIS REGIONAL HOSPITAL,24 HOSPITAL LANE,CALAIS,ME,4619,WASHINGTON,(207) 454-7521,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),Not Available,5,1/1/2018,12/31/2018,POINT (-67.270521 45.180639)
201309,MAYO REGIONAL HOSPITAL,897 WEST MAIN STREET,DOVER FOXCROFT,ME,4426,PISCATAQUIS,(207) 564-4251,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),Not Available,5,1/1/2018,12/31/2018,POINT (-69.237798 45.186556)
201314,REDINGTON FAIRVIEW GENERAL HOSPITAL,46 FAIRVIEW AVE   PO BOX 468,SKOWHEGAN,ME,4976,SOMERSET,(207) 474-5121,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),Not Available,5,1/1/2018,12/31/2018,POINT (-69.713495 44.758336)
210004,HOLY CROSS HOSPITAL,1500 FOREST GLEN ROAD,SILVER SPRING,MD,20910,MONTGOMERY,(301) 754-7000,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),Not Available,5,1/1/2018,12/31/2018,POINT (-77.034198 39.016055)
210009,"JOHNS HOPKINS HOSPITAL, THE",600 NORTH  WOLFE STREET,BALTIMORE,MD,21287,BALTIMORE CITY,(410) 955-9540,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),Not Available,5,1/1/2018,12/31/2018,POINT (-76.590807 39.297502)
210016,ADVENTIST HEALTHCARE WHITE OAK MEDICAL CENTER,11890 HEALING WAY,SILVER SPRING,MD,20904,MONTGOMERY,(301) 891-5651,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),Not Available,5,1/1/2018,12/31/2018,POINT (-76.956948 39.0506)
210023,ANNE ARUNDEL MEDICAL CENTER,2001 MEDICAL PARKWAY,ANNAPOLIS,MD,21401,ANNE ARUNDEL,(443) 481-1307,MSPB-1,Medicare hospital spending per patient (Medicare Spending per Beneficiary),Not Available,5,1/1/2018,12/31/2018,POINT (-76.536058 38.991115)
